Style,Color,Size,UPC,Cost
693016289028,ALG-BEL-135,39,Belle Navy Sand Dollar,49.50,
693016289035,ALG-BEL-135,40,Belle Navy Sand Dollar,49.50,
693016289042,ALG-BEL-135,41,Belle Navy Sand Dollar,49.50,
693016289059,ALG-BEL-135,42,Belle Navy Sand Dollar,49.50,
693016289226,ALG-BEL-180,35,Belle Multi Painterly,49.50,
693016289233,ALG-BEL-180,36,Belle Multi Painterly,49.50,
693016289240,ALG-BEL-180,37,Belle Multi Painterly,49.50,
693016289257,ALG-BEL-180,38,Belle Multi Painterly,49.50,
693016289264,ALG-BEL-180,39,Belle Multi Painterly,49.50,
693016289271,ALG-BEL-180,40,Belle Multi Painterly,49.50,
693016289288,ALG-BEL-180,41,Belle Multi Painterly,49.50,
693016289295,ALG-BEL-180,42,Belle Multi Painterly,49.50,
693016289066,ALG-BEL-207,35,Belle Pewter Crinkle,49.50,
693016289073,ALG-BEL-207,36,Belle Pewter Crinkle,49.50,
693016289080,ALG-BEL-207,37,Belle Pewter Crinkle,49.50,
693016289097,ALG-BEL-207,38,Belle Pewter Crinkle,49.50,
693016289103,ALG-BEL-207,39,Belle Pewter Crinkle,49.50,
693016289110,ALG-BEL-207,40,Belle Pewter Crinkle,49.50,
693016289127,ALG-BEL-207,41,Belle Pewter Crinkle,49.50,
693016289134,ALG-BEL-207,42,Belle Pewter Crinkle,49.50,
693016289141,ALG-BEL-234,35,Belle Blue Metallic Floral,49.50,
693016289158,ALG-BEL-234,36,Belle Blue Metallic Floral,49.50,
693016289165,ALG-BEL-234,37,Belle Blue Metallic Floral,49.50,
693016289172,ALG-BEL-234,38,Belle Blue Metallic Floral,49.50,
693016289189,ALG-BEL-234,39,Belle Blue Metallic Floral,49.50,
693016289196,ALG-BEL-234,40,Belle Blue Metallic Floral,49.50,
693016289202,ALG-BEL-234,41,Belle Blue Metallic Floral,49.50,
693016289219,ALG-BEL-234,42,Belle Blue Metallic Floral,49.50,
693016297573,ALG-BEL-389,35,Belle Multi Splash,49.50,
693016297580,ALG-BEL-389,36,Belle Multi Splash,49.50,
693016297597,ALG-BEL-389,37,Belle Multi Splash,49.50,
693016297603,ALG-BEL-389,38,Belle Multi Splash,49.50,
693016297610,ALG-BEL-389,39,Belle Multi Splash,49.50,
693016297627,ALG-BEL-389,40,Belle Multi Splash,49.50,
693016297634,ALG-BEL-389,41,Belle Multi Splash,49.50,
693016297641,ALG-BEL-389,42,Belle Multi Splash,49.50,
693016289301,ALG-BEL-555,35,Belle Multi Metallic Rose,49.50,
693016289318,ALG-BEL-555,36,Belle Multi Metallic Rose,49.50,
693016289325,ALG-BEL-555,37,Belle Multi Metallic Rose,49.50,
693016289332,ALG-BEL-555,38,Belle Multi Metallic Rose,49.50,
693016289349,ALG-BEL-555,39,Belle Multi Metallic Rose,49.50,
693016289356,ALG-BEL-555,40,Belle Multi Metallic Rose,49.50,
693016289363,ALG-BEL-555,41,Belle Multi Metallic Rose,49.50,
693016289370,ALG-BEL-555,42,Belle Multi Metallic Rose,49.50,
693016289387,ALG-BEL-631,35,Belle Dusty Black,49.50,
693016289394,ALG-BEL-631,36,Belle Dusty Black,49.50,
693016289400,ALG-BEL-631,37,Belle Dusty Black,49.50,
693016289417,ALG-BEL-631,38,Belle Dusty Black,49.50,
693016289424,ALG-BEL-631,39,Belle Dusty Black,49.50,
693016289431,ALG-BEL-631,40,Belle Dusty Black,49.50,
693016289448,ALG-BEL-631,41,Belle Dusty Black,49.50,
693016289455,ALG-BEL-631,42,Belle Dusty Black,49.50,
693016289462,ALG-BEL-637,35,Belle Cognac Burnish,49.50,
693016289479,ALG-BEL-637,36,Belle Cognac Burnish,49.50,
693016289486,ALG-BEL-637,37,Belle Cognac Burnish,49.50,
693016289493,ALG-BEL-637,38,Belle Cognac Burnish,49.50,
693016289509,ALG-BEL-637,39,Belle Cognac Burnish,49.50,
693016289516,ALG-BEL-637,40,Belle Cognac Burnish,49.50,
693016289523,ALG-BEL-637,41,Belle Cognac Burnish,49.50,
693016289530,ALG-BEL-637,42,Belle Cognac Burnish,49.50,
693016289547,ALG-BEL-672,35,Belle Dusty Blue,49.50,
693016289554,ALG-BEL-672,36,Belle Dusty Blue,49.50,
693016289561,ALG-BEL-672,37,Belle Dusty Blue,49.50,
693016289578,ALG-BEL-672,38,Belle Dusty Blue,49.50,
693016289585,ALG-BEL-672,39,Belle Dusty Blue,49.50,
693016289592,ALG-BEL-672,40,Belle Dusty Blue,49.50,
693016289608,ALG-BEL-672,41,Belle Dusty Blue,49.50,
693016294367,ALG-BEL-672,42,Belle Dusty Blue,49.50,
693016297658,ALG-BEL-725,35,Belle Happy Snake,49.50,
693016297665,ALG-BEL-725,36,Belle Happy Snake,49.50,
693016297672,ALG-BEL-725,37,Belle Happy Snake,49.50,
693016297689,ALG-BEL-725,38,Belle Happy Snake,49.50,
693016297696,ALG-BEL-725,39,Belle Happy Snake,49.50,
693016297702,ALG-BEL-725,40,Belle Happy Snake,49.50,
693016297719,ALG-BEL-725,41,Belle Happy Snake,49.50,
693016297726,ALG-BEL-725,42,Belle Happy Snake,49.50,
693016296132,ALG-CAR-121,35,Carina Charcoal,44.50,
693016296149,ALG-CAR-121,36,Carina Charcoal,44.50,
693016296156,ALG-CAR-121,37,Carina Charcoal,44.50,
693016296163,ALG-CAR-121,38,Carina Charcoal,44.50,
693016296170,ALG-CAR-121,39,Carina Charcoal,44.50,
693016296187,ALG-CAR-121,40,Carina Charcoal,44.50,
693016296194,ALG-CAR-121,41,Carina Charcoal,44.50,
693016296200,ALG-CAR-121,42,Carina Charcoal,44.50,
693016296453,ALG-CAR-212,35,Carina Winter Shimmer,44.50,
693016296460,ALG-CAR-212,36,Carina Winter Shimmer,44.50,
693016296477,ALG-CAR-212,37,Carina Winter Shimmer,44.50,
693016296484,ALG-CAR-212,38,Carina Winter Shimmer,44.50,
693016296491,ALG-CAR-212,39,Carina Winter Shimmer,44.50,
693016296507,ALG-CAR-212,40,Carina Winter Shimmer,44.50,
693016296514,ALG-CAR-212,41,Carina Winter Shimmer,44.50,
693016296521,ALG-CAR-212,42,Carina Winter Shimmer,44.50,
693016311705,ALG-CAR-214,35,Carina Pewter Tumble Plain,44.50,
693016311712,ALG-CAR-214,36,Carina Pewter Tumble Plain,44.50,
693016311729,ALG-CAR-214,37,Carina Pewter Tumble Plain,44.50,
693016311736,ALG-CAR-214,38,Carina Pewter Tumble Plain,44.50,
693016311743,ALG-CAR-214,39,Carina Pewter Tumble Plain,44.50,
693016311750,ALG-CAR-214,40,Carina Pewter Tumble Plain,44.50,
693016311767,ALG-CAR-214,41,Carina Pewter Tumble Plain,44.50,
693016311774,ALG-CAR-214,42,Carina Pewter Tumble Plain,44.50,
693016296217,ALG-CAR-612,35,Carina Brown Pull Up,44.50,
693016296224,ALG-CAR-612,36,Carina Brown Pull Up,44.50,
693016296231,ALG-CAR-612,37,Carina Brown Pull Up,44.50,
693016296248,ALG-CAR-612,38,Carina Brown Pull Up,44.50,
693016296255,ALG-CAR-612,39,Carina Brown Pull Up,44.50,
693016296262,ALG-CAR-612,40,Carina Brown Pull Up,44.50,
693016296279,ALG-CAR-612,41,Carina Brown Pull Up,44.50,
693016296286,ALG-CAR-612,42,Carina Brown Pull Up,44.50,
693016296538,ALG-CAR-650,35,Carina Bead Party White,44.50,
693016296545,ALG-CAR-650,36,Carina Bead Party White,44.50,
693016296552,ALG-CAR-650,37,Carina Bead Party White,44.50,
693016296569,ALG-CAR-650,38,Carina Bead Party White,44.50,
693016296576,ALG-CAR-650,39,Carina Bead Party White,44.50,
693016296583,ALG-CAR-650,40,Carina Bead Party White,44.50,
693016296590,ALG-CAR-650,41,Carina Bead Party White,44.50,
693016296606,ALG-CAR-650,42,Carina Bead Party White,44.50,
693016296293,ALG-CAR-651,35,Carina Bead Party Black,44.50,
693016296309,ALG-CAR-651,36,Carina Bead Party Black,44.50,
693016296316,ALG-CAR-651,37,Carina Bead Party Black,44.50,
693016296323,ALG-CAR-651,38,Carina Bead Party Black,44.50,
693016296330,ALG-CAR-651,39,Carina Bead Party Black,44.50,
693016296347,ALG-CAR-651,40,Carina Bead Party Black,44.50,
693016296354,ALG-CAR-651,41,Carina Bead Party Black,44.50,
693016296361,ALG-CAR-651,42,Carina Bead Party Black,44.50,
693016296378,ALG-CAR-653,35,Carina Hip Black,44.50,
693016296385,ALG-CAR-653,36,Carina Hip Black,44.50,
693016296392,ALG-CAR-653,37,Carina Hip Black,44.50,
693016296408,ALG-CAR-653,38,Carina Hip Black,44.50,
693016296415,ALG-CAR-653,39,Carina Hip Black,44.50,
693016296422,ALG-CAR-653,40,Carina Hip Black,44.50,
693016296439,ALG-CAR-653,41,Carina Hip Black,44.50,
693016296446,ALG-CAR-653,42,Carina Hip Black,44.50,
693016296613,ALG-CAR-719,35,Carina Pink Starfish,44.50,
693016296620,ALG-CAR-719,36,Carina Pink Starfish,44.50,
693016296637,ALG-CAR-719,37,Carina Pink Starfish,44.50,
693016296644,ALG-CAR-719,38,Carina Pink Starfish,44.50,
693016296651,ALG-CAR-719,39,Carina Pink Starfish,44.50,
693016296668,ALG-CAR-719,40,Carina Pink Starfish,44.50,
693016296675,ALG-CAR-719,41,Carina Pink Starfish,44.50,
693016296682,ALG-CAR-719,42,Carina Pink Starfish,44.50,
693016296699,ALG-CAR-721,35,Carina Turquoise Starfish,44.50,
693016296705,ALG-CAR-721,36,Carina Turquoise Starfish,44.50,
693016296712,ALG-CAR-721,37,Carina Turquoise Starfish,44.50,
693016296729,ALG-CAR-721,38,Carina Turquoise Starfish,44.50,
693016296736,ALG-CAR-721,39,Carina Turquoise Starfish,44.50,
693016296743,ALG-CAR-721,40,Carina Turquoise Starfish,44.50,
693016296750,ALG-CAR-721,41,Carina Turquoise Starfish,44.50,
693016296767,ALG-CAR-721,42,Carina Turquoise Starfish,44.50,
693016290802,ALG-CAT-571,35,Caiti Silver & Black Rose,64.50,
693016290819,ALG-CAT-571,36,Caiti Silver & Black Rose,64.50,
693016290826,ALG-CAT-571,37,Caiti Silver & Black Rose,64.50,
693016290833,ALG-CAT-571,38,Caiti Silver & Black Rose,64.50,
693016290840,ALG-CAT-571,39,Caiti Silver & Black Rose,64.50,
693016290857,ALG-CAT-571,40,Caiti Silver & Black Rose,64.50,
693016290864,ALG-CAT-571,41,Caiti Silver & Black Rose,64.50,
693016290871,ALG-CAT-571,42,Caiti Silver & Black Rose,64.50,
693016290888,ALG-CAT-572,35,Caiti Choco & Gold Rose,64.50,
693016290895,ALG-CAT-572,36,Caiti Choco & Gold Rose,64.50,
693016290901,ALG-CAT-572,37,Caiti Choco & Gold Rose,64.50,
693016290918,ALG-CAT-572,38,Caiti Choco & Gold Rose,64.50,
693016290925,ALG-CAT-572,39,Caiti Choco & Gold Rose,64.50,
693016290932,ALG-CAT-572,40,Caiti Choco & Gold Rose,64.50,
693016290949,ALG-CAT-572,41,Caiti Choco & Gold Rose,64.50,
693016290956,ALG-CAT-572,42,Caiti Choco & Gold Rose,64.50,
693016290727,ALG-CAT-602,35,Caiti Gravy Pull-Up,64.50,
693016290734,ALG-CAT-602,36,Caiti Gravy Pull-Up,64.50,
693016290741,ALG-CAT-602,37,Caiti Gravy Pull-Up,64.50,
693016290758,ALG-CAT-602,38,Caiti Gravy Pull-Up,64.50,
693016290765,ALG-CAT-602,39,Caiti Gravy Pull-Up,64.50,
693016290772,ALG-CAT-602,40,Caiti Gravy Pull-Up,64.50,
693016290789,ALG-CAT-602,41,Caiti Gravy Pull-Up,64.50,
693016290796,ALG-CAT-602,42,Caiti Gravy Pull-Up,64.50,
693016278343,ALG-CHA-703,35,Cha Cha Blue Multi Snake,39.50,
693016278350,ALG-CHA-703,36,Cha Cha Blue Multi Snake,39.50,
693016278367,ALG-CHA-703,37,Cha Cha Blue Multi Snake,39.50,
693016278374,ALG-CHA-703,38,Cha Cha Blue Multi Snake,39.50,
693016278381,ALG-CHA-703,39,Cha Cha Blue Multi Snake,39.50,
693016278398,ALG-CHA-703,40,Cha Cha Blue Multi Snake,39.50,
693016278404,ALG-CHA-703,41,Cha Cha Blue Multi Snake,39.50,
693016278411,ALG-CHA-703,42,Cha Cha Blue Multi Snake,39.50,
693016299256,ALG-DAI-101,35,Daisy Black Classy,44.50,
693016299263,ALG-DAI-101,36,Daisy Black Classy,44.50,
693016299270,ALG-DAI-101,37,Daisy Black Classy,44.50,
693016299287,ALG-DAI-101,38,Daisy Black Classy,44.50,
693016299294,ALG-DAI-101,39,Daisy Black Classy,44.50,
693016299300,ALG-DAI-101,40,Daisy Black Classy,44.50,
693016299317,ALG-DAI-101,41,Daisy Black Classy,44.50,
693016299324,ALG-DAI-101,42,Daisy Black Classy,44.50,
693016299416,ALG-DAI-808,35,Daisy Pretty Cork,44.50,
693016299423,ALG-DAI-808,36,Daisy Pretty Cork,44.50,
693016299430,ALG-DAI-808,37,Daisy Pretty Cork,44.50,
693016299447,ALG-DAI-808,38,Daisy Pretty Cork,44.50,
693016299454,ALG-DAI-808,39,Daisy Pretty Cork,44.50,
693016299461,ALG-DAI-808,40,Daisy Pretty Cork,44.50,
693016299478,ALG-DAI-808,41,Daisy Pretty Cork,44.50,
693016299485,ALG-DAI-808,42,Daisy Pretty Cork,44.50,
693016267163,ALG-DAY-100,35,Dayna White Patent,54.50,
693016267170,ALG-DAY-100,36,Dayna White Patent,54.50,
693016267187,ALG-DAY-100,37,Dayna White Patent,54.50,
693016267194,ALG-DAY-100,38,Dayna White Patent,54.50,
693016267200,ALG-DAY-100,39,Dayna White Patent,54.50,
693016267217,ALG-DAY-100,40,Dayna White Patent,54.50,
693016267224,ALG-DAY-100,41,Dayna White Patent,54.50,
693016267231,ALG-DAY-100,42,Dayna White Patent,54.50,
693016271009,ALG-DAY-101,35,Dayna Black Patent,54.50,
693016271016,ALG-DAY-101,36,Dayna Black Patent,54.50,
693016271023,ALG-DAY-101,37,Dayna Black Patent,54.50,
693016271030,ALG-DAY-101,38,Dayna Black Patent,54.50,
693016271047,ALG-DAY-101,39,Dayna Black Patent,54.50,
693016271054,ALG-DAY-101,40,Dayna Black Patent,54.50,
693016271061,ALG-DAY-101,41,Dayna Black Patent,54.50,
693016271078,ALG-DAY-101,42,Dayna Black Patent,54.50,
693016273720,ALG-DAY-103,35,Dayna Indigo Patent,54.50,
693016273737,ALG-DAY-103,36,Dayna Indigo Patent,54.50,
693016273744,ALG-DAY-103,37,Dayna Indigo Patent,54.50,
693016273751,ALG-DAY-103,38,Dayna Indigo Patent,54.50,
693016273768,ALG-DAY-103,39,Dayna Indigo Patent,54.50,
693016273775,ALG-DAY-103,40,Dayna Indigo Patent,54.50,
693016273782,ALG-DAY-103,41,Dayna Indigo Patent,54.50,
693016273799,ALG-DAY-103,42,Dayna Indigo Patent,54.50,
693016271085,ALG-DAY-123,35,Dayna Chrome Patent,54.50,
693016271092,ALG-DAY-123,36,Dayna Chrome Patent,54.50,
693016271108,ALG-DAY-123,37,Dayna Chrome Patent,54.50,
693016271115,ALG-DAY-123,38,Dayna Chrome Patent,54.50,
693016271122,ALG-DAY-123,39,Dayna Chrome Patent,54.50,
693016271139,ALG-DAY-123,40,Dayna Chrome Patent,54.50,
693016271146,ALG-DAY-123,41,Dayna Chrome Patent,54.50,
693016271153,ALG-DAY-123,42,Dayna Chrome Patent,54.50,
693016304073,ALG-DAY-248,35,Dayna Spring Dottie,54.50,
693016304080,ALG-DAY-248,36,Dayna Spring Dottie,54.50,
693016304097,ALG-DAY-248,37,Dayna Spring Dottie,54.50,
693016304103,ALG-DAY-248,38,Dayna Spring Dottie,54.50,
693016304110,ALG-DAY-248,39,Dayna Spring Dottie,54.50,
693016304127,ALG-DAY-248,40,Dayna Spring Dottie,54.50,
693016304134,ALG-DAY-248,41,Dayna Spring Dottie,54.50,
693016304141,ALG-DAY-248,42,Dayna Spring Dottie,54.50,
693016267569,ALG-DAY-350,35,Dayna Friends White,54.50,
693016267576,ALG-DAY-350,36,Dayna Friends White,54.50,
693016267583,ALG-DAY-350,37,Dayna Friends White,54.50,
693016267590,ALG-DAY-350,38,Dayna Friends White,54.50,
693016267606,ALG-DAY-350,39,Dayna Friends White,54.50,
693016267613,ALG-DAY-350,40,Dayna Friends White,54.50,
693016267620,ALG-DAY-350,41,Dayna Friends White,54.50,
693016267637,ALG-DAY-350,42,Dayna Friends White,54.50,
693016273881,ALG-DAY-353,35,Dayna White Sew Hope,54.50,
693016273898,ALG-DAY-353,36,Dayna White Sew Hope,54.50,
693016273904,ALG-DAY-353,37,Dayna White Sew Hope,54.50,
693016273911,ALG-DAY-353,38,Dayna White Sew Hope,54.50,
693016273928,ALG-DAY-353,39,Dayna White Sew Hope,54.50,
693016273935,ALG-DAY-353,40,Dayna White Sew Hope,54.50,
693016273942,ALG-DAY-353,41,Dayna White Sew Hope,54.50,
693016273959,ALG-DAY-353,42,Dayna White Sew Hope,54.50,
693016276820,ALG-DAY-354,35,Dayna Navy Sew Hope,54.50,
693016276837,ALG-DAY-354,36,Dayna Navy Sew Hope,54.50,
693016276844,ALG-DAY-354,37,Dayna Navy Sew Hope,54.50,
693016276851,ALG-DAY-354,38,Dayna Navy Sew Hope,54.50,
693016276868,ALG-DAY-354,39,Dayna Navy Sew Hope,54.50,
693016276875,ALG-DAY-354,40,Dayna Navy Sew Hope,54.50,
693016276882,ALG-DAY-354,41,Dayna Navy Sew Hope,54.50,
693016276899,ALG-DAY-354,42,Dayna Navy Sew Hope,54.50,
693016293155,ALG-DAY-366,35,Dayna Red Lifeline Patent,54.50,
693016293162,ALG-DAY-366,36,Dayna Red Lifeline Patent,54.50,
693016293179,ALG-DAY-366,37,Dayna Red Lifeline Patent,54.50,
693016293186,ALG-DAY-366,38,Dayna Red Lifeline Patent,54.50,
693016293193,ALG-DAY-366,39,Dayna Red Lifeline Patent,54.50,
693016293209,ALG-DAY-366,40,Dayna Red Lifeline Patent,54.50,
693016293216,ALG-DAY-366,41,Dayna Red Lifeline Patent,54.50,
693016293223,ALG-DAY-366,42,Dayna Red Lifeline Patent,54.50,
693016293230,ALG-DAY-367,35,Dayna Blue Bouquet,54.50,
693016293247,ALG-DAY-367,36,Dayna Blue Bouquet,54.50,
693016293254,ALG-DAY-367,37,Dayna Blue Bouquet,54.50,
693016293261,ALG-DAY-367,38,Dayna Blue Bouquet,54.50,
693016293278,ALG-DAY-367,39,Dayna Blue Bouquet,54.50,
693016293285,ALG-DAY-367,40,Dayna Blue Bouquet,54.50,
693016293292,ALG-DAY-367,41,Dayna Blue Bouquet,54.50,
693016293308,ALG-DAY-367,42,Dayna Blue Bouquet,54.50,
693016293315,ALG-DAY-368,35,Dayna Black & White Watercolor,54.50,
693016293322,ALG-DAY-368,36,Dayna Black & White Watercolor,54.50,
693016293339,ALG-DAY-368,37,Dayna Black & White Watercolor,54.50,
693016293346,ALG-DAY-368,38,Dayna Black & White Watercolor,54.50,
693016293353,ALG-DAY-368,39,Dayna Black & White Watercolor,54.50,
693016293360,ALG-DAY-368,40,Dayna Black & White Watercolor,54.50,
693016293377,ALG-DAY-368,41,Dayna Black & White Watercolor,54.50,
693016293384,ALG-DAY-368,42,Dayna Black & White Watercolor,54.50,
693016293476,ALG-DAY-561,35,Dayna Black Dottie,54.50,
693016293483,ALG-DAY-561,36,Dayna Black Dottie,54.50,
693016293490,ALG-DAY-561,37,Dayna Black Dottie,54.50,
693016293506,ALG-DAY-561,38,Dayna Black Dottie,54.50,
693016293513,ALG-DAY-561,39,Dayna Black Dottie,54.50,
693016293520,ALG-DAY-561,40,Dayna Black Dottie,54.50,
693016293537,ALG-DAY-561,41,Dayna Black Dottie,54.50,
693016293544,ALG-DAY-561,42,Dayna Black Dottie,54.50,
693016293551,ALG-DAY-562,35,Dayna Choco Dottie,54.50,
693016293568,ALG-DAY-562,36,Dayna Choco Dottie,54.50,
693016293575,ALG-DAY-562,37,Dayna Choco Dottie,54.50,
693016293582,ALG-DAY-562,38,Dayna Choco Dottie,54.50,
693016293599,ALG-DAY-562,39,Dayna Choco Dottie,54.50,
693016293605,ALG-DAY-562,40,Dayna Choco Dottie,54.50,
693016293612,ALG-DAY-562,41,Dayna Choco Dottie,54.50,
693016293629,ALG-DAY-562,42,Dayna Choco Dottie,54.50,
693016293636,ALG-DAY-563,35,Dayna Blueberry Dottie,54.50,
693016293643,ALG-DAY-563,36,Dayna Blueberry Dottie,54.50,
693016293650,ALG-DAY-563,37,Dayna Blueberry Dottie,54.50,
693016293667,ALG-DAY-563,38,Dayna Blueberry Dottie,54.50,
693016293674,ALG-DAY-563,39,Dayna Blueberry Dottie,54.50,
693016293681,ALG-DAY-563,40,Dayna Blueberry Dottie,54.50,
693016293698,ALG-DAY-563,41,Dayna Blueberry Dottie,54.50,
693016293704,ALG-DAY-563,42,Dayna Blueberry Dottie,54.50,
693016267248,ALG-DAY-601,35,Dayna Black Napa Leather,54.50,
693016267255,ALG-DAY-601,36,Dayna Black Napa Leather,54.50,
693016267262,ALG-DAY-601,37,Dayna Black Napa Leather,54.50,
693016267279,ALG-DAY-601,38,Dayna Black Napa Leather,54.50,
693016267286,ALG-DAY-601,39,Dayna Black Napa Leather,54.50,
693016267293,ALG-DAY-601,40,Dayna Black Napa Leather,54.50,
693016267309,ALG-DAY-601,41,Dayna Black Napa Leather,54.50,
693016267316,ALG-DAY-601,42,Dayna Black Napa Leather,54.50,
693016273645,ALG-DAY-624,35,Dayna Stone Leather,54.50,
693016273652,ALG-DAY-624,36,Dayna Stone Leather,54.50,
693016273669,ALG-DAY-624,37,Dayna Stone Leather,54.50,
693016273676,ALG-DAY-624,38,Dayna Stone Leather,54.50,
693016273683,ALG-DAY-624,39,Dayna Stone Leather,54.50,
693016273690,ALG-DAY-624,40,Dayna Stone Leather,54.50,
693016273706,ALG-DAY-624,41,Dayna Stone Leather,54.50,
693016273713,ALG-DAY-624,42,Dayna Stone Leather,54.50,
693016293391,ALG-DAY-625,35,Dayna Blue Jean Baby,54.50,
693016293407,ALG-DAY-625,36,Dayna Blue Jean Baby,54.50,
693016293414,ALG-DAY-625,37,Dayna Blue Jean Baby,54.50,
693016293421,ALG-DAY-625,38,Dayna Blue Jean Baby,54.50,
693016293438,ALG-DAY-625,39,Dayna Blue Jean Baby,54.50,
693016293445,ALG-DAY-625,40,Dayna Blue Jean Baby,54.50,
693016293452,ALG-DAY-625,41,Dayna Blue Jean Baby,54.50,
693016293469,ALG-DAY-625,42,Dayna Blue Jean Baby,54.50,
693016304158,ALG-DAY-726,35,Dayna Special Serpent,54.50,
693016304165,ALG-DAY-726,36,Dayna Special Serpent,54.50,
693016304172,ALG-DAY-726,37,Dayna Special Serpent,54.50,
693016304189,ALG-DAY-726,38,Dayna Special Serpent,54.50,
693016304196,ALG-DAY-726,39,Dayna Special Serpent,54.50,
693016304202,ALG-DAY-726,40,Dayna Special Serpent,54.50,
693016304219,ALG-DAY-726,41,Dayna Special Serpent,54.50,
693016304226,ALG-DAY-726,42,Dayna Special Serpent,54.50,
693016292837,ALG-DEB-323,35,Debra Midnight Garden,54.50,
693016292844,ALG-DEB-323,36,Debra Midnight Garden,54.50,
693016292851,ALG-DEB-323,37,Debra Midnight Garden,54.50,
693016292868,ALG-DEB-323,38,Debra Midnight Garden,54.50,
693016292875,ALG-DEB-323,39,Debra Midnight Garden,54.50,
693016292882,ALG-DEB-323,40,Debra Midnight Garden,54.50,
693016292899,ALG-DEB-323,41,Debra Midnight Garden,54.50,
693016292905,ALG-DEB-323,42,Debra Midnight Garden,54.50,
693016267880,ALG-DEB-352,35,Debra Copper Beauty,54.50,
693016267897,ALG-DEB-352,36,Debra Copper Beauty,54.50,
693016267903,ALG-DEB-352,37,Debra Copper Beauty,54.50,
693016267910,ALG-DEB-352,38,Debra Copper Beauty,54.50,
693016267927,ALG-DEB-352,39,Debra Copper Beauty,54.50,
693016267934,ALG-DEB-352,40,Debra Copper Beauty,54.50,
693016267941,ALG-DEB-352,41,Debra Copper Beauty,54.50,
693016267958,ALG-DEB-352,42,Debra Copper Beauty,54.50,
693016292998,ALG-DEB-365,35,Debra Peacock,54.50,
693016293001,ALG-DEB-365,36,Debra Peacock,54.50,
693016293018,ALG-DEB-365,37,Debra Peacock,54.50,
693016293025,ALG-DEB-365,38,Debra Peacock,54.50,
693016293032,ALG-DEB-365,39,Debra Peacock,54.50,
693016293049,ALG-DEB-365,40,Debra Peacock,54.50,
693016293056,ALG-DEB-365,41,Debra Peacock,54.50,
693016293063,ALG-DEB-365,42,Debra Peacock,54.50,
693016303199,ALG-DEB-370,35,Debra Aztec Tile,54.50,
693016303205,ALG-DEB-370,36,Debra Aztec Tile,54.50,
693016303212,ALG-DEB-370,37,Debra Aztec Tile,54.50,
693016303229,ALG-DEB-370,38,Debra Aztec Tile,54.50,
693016303236,ALG-DEB-370,39,Debra Aztec Tile,54.50,
693016303243,ALG-DEB-370,40,Debra Aztec Tile,54.50,
693016303250,ALG-DEB-370,41,Debra Aztec Tile,54.50,
693016303267,ALG-DEB-370,42,Debra Aztec Tile,54.50,
693016303274,ALG-DEB-386,35,Debra Rome Patent,54.50,
693016303281,ALG-DEB-386,36,Debra Rome Patent,54.50,
693016303298,ALG-DEB-386,37,Debra Rome Patent,54.50,
693016303304,ALG-DEB-386,38,Debra Rome Patent,54.50,
693016303311,ALG-DEB-386,39,Debra Rome Patent,54.50,
693016303328,ALG-DEB-386,40,Debra Rome Patent,54.50,
693016303335,ALG-DEB-386,41,Debra Rome Patent,54.50,
693016303342,ALG-DEB-386,42,Debra Rome Patent,54.50,
693016272440,ALG-DEB-531,35,Debra Black Emboss,54.50,
693016272457,ALG-DEB-531,36,Debra Black Emboss,54.50,
693016272464,ALG-DEB-531,37,Debra Black Emboss,54.50,
693016272471,ALG-DEB-531,38,Debra Black Emboss,54.50,
693016272488,ALG-DEB-531,39,Debra Black Emboss,54.50,
693016272495,ALG-DEB-531,40,Debra Black Emboss,54.50,
693016272501,ALG-DEB-531,41,Debra Black Emboss,54.50,
693016272518,ALG-DEB-531,42,Debra Black Emboss,54.50,
693016293070,ALG-DEB-532,35,Debra Choco Emboss,54.50,
693016293087,ALG-DEB-532,36,Debra Choco Emboss,54.50,
693016293094,ALG-DEB-532,37,Debra Choco Emboss,54.50,
693016293100,ALG-DEB-532,38,Debra Choco Emboss,54.50,
693016293117,ALG-DEB-532,39,Debra Choco Emboss,54.50,
693016293124,ALG-DEB-532,40,Debra Choco Emboss,54.50,
693016293131,ALG-DEB-532,41,Debra Choco Emboss,54.50,
693016293148,ALG-DEB-532,42,Debra Choco Emboss,54.50,
693016272525,ALG-DEB-533,35,Debra Navy Emboss,54.50,
693016272532,ALG-DEB-533,36,Debra Navy Emboss,54.50,
693016272549,ALG-DEB-533,37,Debra Navy Emboss,54.50,
693016272556,ALG-DEB-533,38,Debra Navy Emboss,54.50,
693016272563,ALG-DEB-533,39,Debra Navy Emboss,54.50,
693016272570,ALG-DEB-533,40,Debra Navy Emboss,54.50,
693016272587,ALG-DEB-533,41,Debra Navy Emboss,54.50,
693016272594,ALG-DEB-533,42,Debra Navy Emboss,54.50,
693016213887,ALG-DEB-600,35,Debra White Leather,54.50,
693016213894,ALG-DEB-600,36,Debra White Leather,54.50,
693016213900,ALG-DEB-600,37,Debra White Leather,54.50,
693016213917,ALG-DEB-600,38,Debra White Leather,54.50,
693016213924,ALG-DEB-600,39,Debra White Leather,54.50,
693016213931,ALG-DEB-600,40,Debra White Leather,54.50,
693016213948,ALG-DEB-600,41,Debra White Leather,54.50,
693016213955,ALG-DEB-600,42,Debra White Leather,54.50,
693016213962,ALG-DEB-601,35,Debra Black Leather,54.50,
693016213979,ALG-DEB-601,36,Debra Black Leather,54.50,
