"SKU","QOH"
"AM-SCH-200-43","0"
"AM-SCH-200-44","1"
"AM-SCH-200-45","1"
"AM-SCH-200-46","1"
"AM-SCH-200-47","0"
"AM-SCH-200-48","0"
"AM-SCH-205-40","0"
"AM-SCH-205-41","2"
"AM-SCH-205-42","0"
"AM-SCH-205-43","0"
"AM-SCH-205-44","0"
"AM-SCH-205-45","0"
"AM-SCH-205-46","0"
"AM-SCH-205-47","0"
"AM-SCH-205-48","1"
"AM-SCH-312-40","0"
"AM-SCH-312-41","0"
"AM-SCH-312-42","0"
"AM-SCH-312-43","0"
"AM-SCH-312-44","0"
"AM-SCH-312-45","0"
"AM-SCH-312-46","0"
"AM-SCH-312-47","0"
"AM-SCH-312-48","0"
"AM-SCH-500-40","0"
"AM-SCH-500-41","0"
"AM-SCH-500-42","3"
"AM-SCH-500-43","4"
"AM-SCH-500-44","0"
"AM-SCH-500-45","0"
"AM-SCH-500-46","0"
"AM-SCH-500-47","0"
"AM-SCH-500-48","1"
"AM-SCH-700-40","0"
"AM-SCH-700-41","0"
"AM-SCH-700-42","0"
"AM-SCH-700-43","0"
"AM-SCH-700-44","0"
"AM-SCH-700-45","0"
"AM-SCH-700-46","0"
"AM-SCH-700-47","0"
"AM-SCH-700-48","0"
"AM-SPO-100-40","0"
"AM-SPO-100-41","0"
"AM-SPO-100-42","0"
"AM-SPO-100-43","0"
"AM-SPO-100-44","0"
"AM-SPO-100-45","0"
"AM-SPO-100-46","0"
"AM-SPO-100-47","0"
"AM-SPO-100-48","0"
"AM-SPO-500-40","0"
"AM-SPO-500-41","0"
"AM-SPO-500-42","0"
"AM-SPO-500-43","0"
"AM-SPO-500-44","0"
"AM-SPO-500-45","0"
"AM-SPO-500-46","1"
"AM-SPO-500-47","0"
"AM-SPO-500-48","1"
"ARU-500-AM-44","0"
"ASH-542-35","0"
"ASH-542-36","0"
"ASH-542-37","4"
"ASH-542-38","1"
"ASH-542-39","0"
"ASH-542-40","1"
"ASH-542-41","0"
"ASH-542-42","0"
"ASH-661-35","1"
"ASH-661-36","2"
"ASH-661-37","3"
"ASH-661-38","2"
"ASH-661-39","2"
"ASH-661-40","2"
"ASH-661-41","2"
"ASH-661-42","1"
"ASP-6116-35","0"
"asp-6116-35 .","0"
"ASP-6116-36","1"
"ASP-6116-37","0"
"ASP-6116-38","0"
"ASP-6116-39","0"
"ASP-6116-40","0"
"ASP-6116-41","0"
"ASP-6116-42","0"
"ASP-6126-35","1"
"ASP-6126-36","0"
"ASP-6126-37","1"
"ASP-6126-38","0"
"ASP-6126-39","0"
"ASP-6126-40","0"
"ASP-6126-41","0"
"ASP-6126-42","0"
"ASP-6136-35","0"
"ASP-6136-36","0"
"ASP-6136-37","0"
"ASP-6136-38","0"
"ASP-6136-39","0"
"ASP-6136-40","0"
"ASP-6136-41","0"
"ASP-6136-42","0"
"ASP-6146-35","0"
"ASP-6146-36","0"
"ASP-6146-37","0"
"ASP-6146-38","0"
"ASP-6146-39","0"
"ASP-6146-40","0"
"ASP-6146-41","0"
"ASP-6146-42","0"
"ASP-6156-35","1"
"ASP-6156-36","0"
"ASP-6156-37","0"
"ASP-6156-38","0"
"ASP-6156-39","0"
"ASP-6156-40","0"
"ASP-6156-41","0"
"ASP-6156-42","0"
"AVA-101-35","0"
"AVA-101-36","1"
"AVA-101-37","0"
"AVA-101-38","0"
"AVA-101-39","1"
"AVA-101-40","1"
"AVA-101-41","0"
"AVA-101-42","0"
"AVA-601-35","0"
"AVA-601-36","1"
"AVA-601-37","0"
"AVA-601-38","0"
"AVA-601-39","0"
"AVA-601-40","0"
"AVA-601-41","0"
"AVA-601-42","0"
"AVA-602-35","0"
"AVA-602-36","1"
"AVA-602-37","0"
"AVA-602-38","1"
"AVA-602-39","1"
"AVA-602-40","0"
"AVA-602-41","0"
"AVA-602-42","0"
"AVR-571-35","0"
"AVR-571-36","0"
"AVR-571-37","1"
"AVR-571-38","1"
"AVR-571-39","1"
"AVR-571-40","1"
"AVR-571-41","1"
"AVR-571-42","0"
"AVR-601-35","1"
"AVR-601-36","1"
"AVR-601-37","0"
"AVR-601-38","0"
"AVR-601-39","0"
"AVR-601-40","1"
"AVR-601-41","0"
"AVR-601-42","0"
"BAL-101-35","0"
"BAL-101-36","0"
"BAL-101-37","0"
"BAL-101-38","0"
"BAL-101-39","0"
"BAL-101-40","0"
"BAL-101-41","0"
"BAL-101-42","0"
"BAL-201-35","0"
"BAL-201-36","0"
"BAL-201-37","0"
"BAL-201-38","0"
"BAL-201-39","0"
"BAL-201-40","0"
"BAL-201-41","0"
"BAL-201-42","0"
"BAR-101-35","0"
"BAR-101-36","0"
"BAR-101-37","0"
"BAR-101-38","0"
"BAR-101-39","0"
"BAR-101-40","0"
"BAR-101-41","0"
"BAR-101-42","0"
"BAR-102-35","0"
"BAR-102-36","0"
"BAR-102-37","0"
"BAR-102-38","0"
"BAR-102-39","0"
"BAR-102-40","0"
"BAR-102-41","0"
"BAR-102-42","0"
"BAR-104-35","0"
"BAR-104-36","0"
"BAR-104-37","0"
"BAR-104-38","0"
"BAR-104-39","0"
"BAR-104-40","0"
"BAR-104-41","0"
"BAR-104-42","0"
"BAR-115-35","0"
"BAR-115-36","0"
"BAR-115-37","0"
"BAR-115-38","0"
"BAR-115-39","0"
"BAR-115-40","0"
"BAR-115-41","0"
"BAR-115-42","0"
"BAR-116-35","0"
"BAR-116-36","0"
"BAR-116-37","0"
"BAR-116-38","0"
"BAR-116-39","0"
"BAR-116-40","0"
"BAR-116-41","0"
"BAR-116-42","0"
"BAR-118-35","0"
"BAR-118-37","0"
"BAR-118-38","0"
"BAR-118-39","0"
"BAR-118-40","0"
"BAR-118-41","0"
"BAR-118-42","0"
"BAR-120-35","0"
"BAR-120-36","0"
"BAR-120-37","0"
"BAR-120-38","0"
"BAR-120-39","1"
"BAR-120-40","0"
"BAR-120-41","0"
"BAR-120-42","0"
"BAR-203-35","0"
"BAR-203-36","0"
"BAR-203-37","0"
"BAR-203-38","0"
"BAR-203-39","0"
"BAR-203-40","0"
"BAR-203-41","0"
"BAR-204-36","0"
"BAR-204-37","0"
"BAR-204-38","0"
"BAR-204-39","0"
"BAR-204-40","0"
"BAR-204-41","0"
"BAR-204-42","0"
"BAR-304-35","0"
"BAR-304-36","0"
"BAR-304-37","0"
"BAR-304-38","0"
"BAR-304-39","0"
"BAR-304-40","0"
"BAR-304-41","0"
"BAR-304-42","0"
"BAR-305-35","0"
"BAR-305-36","0"
"BAR-305-37","0"
"BAR-305-38","0"
"BAR-305-39","0"
"BAR-305-40","0"
"BAR-305-41","0"
"BAR-305-42","0"
"BAR-306-35","0"
"BAR-306-36","0"
"BAR-306-37","0"
"BAR-306-38","0"
"BAR-306-39","0"
"BAR-306-40","0"
"BAR-306-41","0"
"BAR-306-42","0"
"BAR-316-35","0"
"BAR-316-36","0"
"BAR-316-37","0"
"BAR-316-38","0"
"BAR-316-39","0"
"BAR-316-40","0"
"BAR-316-41","0"
"BAR-316-42","0"
"BAR-601-35","0"
"BAR-601-36","0"
"BAR-601-37","0"
"BAR-601-38","0"
"BAR-601-39","0"
"BAR-601-40","0"
"BAR-601-41","0"
"BAR-601-42","0"
"BAR-701-35","1"
"BAR-701-36","0"
"BAR-701-37","0"
"BAR-701-38","0"
"BAR-701-39","0"
"BAR-701-40","0"
"BAR-701-41","0"
"BAR-701-42","0"
"BAR-702-35","0"
"BAR-702-36","0"
"BAR-702-37","0"
"BAR-702-38","0"
"BAR-702-39","0"
"BAR-702-40","0"
"BAR-702-41","0"
"BAR-702-42","0"
"BAR-703-35","0"
"BAR-703-36","0"
"BAR-703-37","0"
"BAR-703-38","0"
"BAR-703-39","0"
"BAR-703-40","0"
"BAR-703-41","0"
"BAR-703-42","0"
"BAR-705-35","0"
"BAR-705-36","0"
"BAR-705-37","0"
"BAR-705-38","0"
"BAR-705-39","0"
"BAR-705-40","0"
"BAR-705-41","0"
"BAR-705-42","0"
"BAR-708-35","0"
"BAR-708-36","0"
"BAR-708-37","0"
"BAR-708-38","0"
"BAR-708-39","0"
"BAR-708-40","0"
"BAR-708-41","0"
"BAR-708-42","0"
"BEL-101-35","0"
"BEL-101-36","0"
"BEL-101-37","0"
"BEL-101-38","0"
"BEL-101-39","0"
"BEL-101-40","1"
"BEL-101-41","2"
"BEL-101-42","1"
"BEL-104-34","0"
"BEL-104-35","1"
"BEL-104-36","0"
"BEL-104-37","0"
"BEL-104-38","0"
"BEL-104-39","0"
"BEL-104-40","0"
"BEL-104-41","1"
"BEL-104-42","1"
"BEL-104-43","0"
"BEL-135-35","1"
"BEL-135-36","0"
"BEL-135-37","0"
"BEL-135-38","0"
"BEL-135-39","0"
"BEL-135-40","0"
"BEL-135-41","0"
"BEL-135-42","0"
"BEL-180-35","2"
"BEL-180-36","0"
"BEL-180-37","0"
"BEL-180-38","0"
"BEL-180-39","0"
"BEL-180-40","0"
"BEL-180-41","0"
"BEL-180-42","0"
"BEL-207-35","0"
"BEL-207-36","0"
"BEL-207-37","0"
"BEL-207-38","0"
"BEL-207-39","0"
"BEL-207-40","0"
"BEL-207-41","0"
"BEL-207-42","0"
"BEL-234-35","0"
"BEL-234-36","0"
"BEL-234-37","0"
"BEL-234-38","0"
"BEL-234-39","0"
"BEL-234-40","0"
"BEL-234-41","0"
"BEL-234-42","0"
"BEL-389-35","0"
"BEL-389-36","0"
"BEL-389-37","0"
"BEL-389-38","0"
"BEL-389-39","0"
"BEL-389-40","0"
"BEL-389-41","0"
"BEL-389-42","0"
"BEL-391","0"
"BEL-391-34","0"
"BEL-391-35","0"
"BEL-391-36","0"
"BEL-391-37","2"
"BEL-391-38","1"
"BEL-391-39","2"
"BEL-391-40","0"
"BEL-391-41","2"
"BEL-391-42","1"
"BEL-392-34","0"
"BEL-392-35","0"
"BEL-392-36","0"
"BEL-392-37","0"
"BEL-392-38","0"
"BEL-392-39","0"
"BEL-392-40","0"
"BEL-392-41","1"
"BEL-392-42","3"
"BEL-392-43","0"
"BEL-432-34","0"
"BEL-432-35","0"
"BEL-432-36","1"
"BEL-432-37","2"
"BEL-432-38","8"
"BEL-432-39","8"
"BEL-432-40","6"
"BEL-432-41","5"
"BEL-432-42","3"
"BEL-432-43","0"
"BEL-433-34","0"
"BEL-433-35","0"
"BEL-433-36","1"
"BEL-433-37","0"
"BEL-433-38","0"
"BEL-433-39","1"
"BEL-433-40","3"
"BEL-433-41","3"
"BEL-433-42","1"
"BEL-433-43","0"
"BEL-434-34","0"
"BEL-434-35","1"
"BEL-434-36","2"
"BEL-434-37","2"
"BEL-434-38","7"
"BEL-434-39","8"
"BEL-434-40","5"
"BEL-434-41","5"
"BEL-434-42","3"
"BEL-434-43","0"
"BEL-555-35","0"
"BEL-555-36","0"
"BEL-555-37","0"
"BEL-555-38","0"
"BEL-555-39","0"
"BEL-555-40","0"
"BEL-555-41","0"
"BEL-555-42","0"
"BEL-558-34","0"
"BEL-558-35","0"
"BEL-558-36","3"
"BEL-558-37","2"
"BEL-558-38","5"
"BEL-558-39","4"
"BEL-558-40","2"
"BEL-558-41","1"
"BEL-558-42","1"
"BEL-558-43","0"
"BEL-563-35","0"
"BEL-563-36","2"
"BEL-563-37","3"
"BEL-563-38","4"
"BEL-563-39","3"
"BEL-563-40","3"
"BEL-563-41","2"
"BEL-563-42","2"
"BEL-568-34","0"
"BEL-568-35","8"
"BEL-568-36","0"
"BEL-568-37","0"
"BEL-568-38","1"
"BEL-568-39","0"
"BEL-568-40","1"
"BEL-568-41","0"
"BEL-568-42","0"
"BEL-568-43","0"
"BEL-569-35","0"
"BEL-569-36","0"
"BEL-569-37","2"
"BEL-569-38","0"
"BEL-569-39","1"
"BEL-569-40","2"
"BEL-569-41","2"
"BEL-569-42","1"
"BEL-603-35","0"
"BEL-603-36","0"
"BEL-603-37","0"
"BEL-603-38","0"
"BEL-603-39","0"
"BEL-603-40","0"
"BEL-603-41","0"
"BEL-603-42","0"
"BEL-631-35","0"
"BEL-631-36","0"
"BEL-631-37","0"
"BEL-631-38","0"
"BEL-631-39","0"
"BEL-631-40","0"
"BEL-631-41","0"
"BEL-631-42","0"
"BEL-637-35","0"
"BEL-637-36","0"
"BEL-637-37","0"
"BEL-637-38","0"
"BEL-637-39","0"
"BEL-637-40","0"
"BEL-637-41","0"
"BEL-637-42","0"
"BEL-638-34","0"
"BEL-638-35","0"
"BEL-638-36","0"
"BEL-638-37","0"
"BEL-638-38","0"
"BEL-638-39","0"
"BEL-638-40","0"
"BEL-638-41","0"
"BEL-638-42","0"
"BEL-638-43","0"
"BEL-672-35","0"
"BEL-672-36","0"
"BEL-672-37","0"
"BEL-672-38","0"
"BEL-672-39","0"
"BEL-672-40","0"
"BEL-672-41","0"
"BEL-672-42","0"
"BEL-684","0"
"BEL-684-34","0"
"BEL-684-35","1"
"BEL-684-36","2"
"BEL-684-37","8"
"BEL-684-38","0"
"BEL-684-39","9"
"BEL-684-40","25"
"BEL-684-41","11"
"BEL-684-42","11"
"BEL-700-34","0"
"BEL-700-35","0"
"BEL-700-36","0"
"BEL-700-37","2"
"BEL-700-38","2"
"BEL-700-39","0"
"BEL-700-40","0"
"BEL-700-41","0"
"BEL-700-42","0"
"BEL-700-43","0"
"BEL-725-35","0"
"BEL-725-36","0"
"BEL-725-37","0"
"BEL-725-38","0"
"BEL-725-39","0"
"BEL-725-40","0"
"BEL-725-41","0"
"BEL-725-42","0"
"BEL-751","0"
"BEL-751-34","0"
"BEL-751-35","0"
"BEL-751-36","1"
"BEL-751-37","4"
"BEL-751-38","4"
"BEL-751-39","1"
"BEL-751-40","3"
"BEL-751-41","2"
"BEL-751-42","2"
"BEL-752-35","0"
"BEL-752-36","2"
"BEL-752-37","2"
"BEL-752-38","3"
"BEL-752-39","2"
"BEL-752-40","1"
"BEL-752-41","2"
"BEL-752-42","2"
"BEL-753-34","0"
"BEL-753-35","1"
"BEL-753-36","2"
"BEL-753-37","2"
"BEL-753-38","8"
"BEL-753-39","7"
"BEL-753-40","4"
"BEL-753-41","5"
"BEL-753-42","1"
"BEL-753-43","0"
"BRE-509-34","0"
"BRE-509-35","0"
"BRE-509-36","0"
"BRE-509-37","0"
"BRE-509-38","0"
"BRE-509-39","0"
"BRE-509-40","0"
"BRE-509-41","0"
"BRE-509-42","0"
"BRE-509-43","0"
"BRE-551-34","0"
"BRE-551-35","0"
"BRE-551-36","0"
"BRE-551-37","0"
"BRE-551-38","0"
"BRE-551-39","0"
"BRE-551-40","0"
"BRE-551-41","0"
"BRE-551-42","0"
"BRE-551-43","0"
"BRE-552-34","0"
"BRE-552-35","0"
"BRE-552-36","0"
"BRE-552-37","0"
"BRE-552-38","0"
"BRE-552-39","0"
"BRE-552-40","0"
"BRE-552-41","0"
"BRE-552-42","0"
"BRE-552-43","0"
"BRE-603","0"
"BRE-603-35","1"
"BRE-603-36","2"
"BRE-603-37","0"
"BRE-603-38","0"
"BRE-603-39","9"
"BRE-603-40","5"
"BRE-603-41","2"
"BRE-603-42","2"
"BRE-611","0"
"BRE-611-35","0"
"BRE-611-36","2"
"BRE-611-37","2"
"BRE-611-38","5"
"BRE-611-39","5"
"BRE-611-40","4"
"BRE-611-41","2"
"BRE-611-42","1"
"BRE-619-35","0"
"BRE-619-36","1"
"BRE-619-37","1"
"BRE-619-38","3"
"BRE-619-39","0"
"BRE-619-40","2"
"BRE-619-41","2"
"BRE-619-42","1"
"BRE-622-35","0"
"BRE-622-36","1"
"BRE-622-37","0"
"BRE-622-38","1"
"BRE-622-39","2"
"BRE-622-40","2"
"BRE-622-41","2"
"BRE-622-42","2"
"BRE-626-35","1"
"BRE-626-36","1"
"BRE-626-37","1"
"BRE-626-38","2"
"BRE-626-39","2"
"BRE-626-40","1"
"BRE-626-41","2"
"BRE-626-42","2"
"BRE-628-35","0"
"BRE-628-36","1"
"BRE-628-37","1"
"BRE-628-38","2"
"BRE-628-39","2"
"BRE-628-40","1"
"BRE-628-41","2"
"BRE-628-42","2"
"BRE-637","0"
"BRE-637-35","1"
"BRE-637-36","1"
"BRE-637-37","1"
"BRE-637-38","6"
"BRE-637-39","3"
"BRE-637-40","2"
"BRE-637-41","7"
"BRE-637-42","3"
"BRE-911","0"
"BRE-911-35","0"
"BRE-911-36","1"
"BRE-911-37","1"
"BRE-911-38","0"
"BRE-911-39","0"
"BRE-911-40","3"
"BRE-911-41","2"
"BRE-911-42","2"
"BRV-976-40","0"
"BRV-976-41","0"
"BRV-976-42","0"
"BRV-976-43","0"
"BRV-976-44","0"
"BRV-976-45","0"
"BRV-976-46","0"
"BRV-976-47","0"
"BRV-976BK-43","0"
"BRV-976BK-44","0"
"BRV-976BR-40","0"
"BRV-976BR-41","0"
"BRV-976BR-42","0"
"BRV-976BR-43","0"
"BRV-976BR-44","0"
"BRV-976BR-45","0"
"BRV-976BR-46","0"
"BRV-976BR-47","0"
"BRV-977-40","0"
"BRV-977-41","0"
"BRV-977-42","0"
"BRV-977-43","0"
"BRV-977-44","0"
"BRV-977-45","0"
"BRV-977-46","0"
"BRV-977-47","0"
"BRV-977BR-40","0"
"BRV-977BR-41","0"
"BRV-977BR-42","0"
"BRV-977BR-43","0"
"BRV-977BR-44","0"
"BRV-977BR-45","0"
"BRV-977BR-46","0"
"BRV-977BR-47","0"
"CAM-382-34","0"
"CAM-382-35","0"
"CAM-382-36","0"
"CAM-382-37","0"
"CAM-382-38","0"
"CAM-382-39","0"
"CAM-382-40","0"
"CAM-382-41","0"
"CAM-382-42","0"
"CAM-382-43","0"
"CAM-602-34","0"
"CAM-602-35","0"
"CAM-602-36","0"
"CAM-602-37","0"
"CAM-602-38","1"
"CAM-602-39","2"
"CAM-602-40","0"
"CAM-602-41","0"
"CAM-602-42","0"
"CAM-602-43","0"
"CAM-603-34","0"
"CAM-603-35","0"
"CAM-603-36","0"
"CAM-603-37","0"
"CAM-603-38","2"
"CAM-603-39","1"
"CAM-603-40","0"
"CAM-603-41","0"
"CAM-603-42","0"
"CAM-603-43","0"
"CAM-604-34","0"
"CAM-604-35","0"
"CAM-604-36","0"
"CAM-604-37","0"
"CAM-604-38","1"
"CAM-604-39","1"
"CAM-604-40","1"
"CAM-604-41","0"
"CAM-604-42","1"
"CAM-604-43","0"
"CAM-688-34","0"
"CAM-688-35","0"
"CAM-688-36","0"
"CAM-688-37","0"
"CAM-688-38","0"
"CAM-688-39","0"
"CAM-688-40","0"
"CAM-688-41","0"
"CAM-688-42","0"
"CAM-688-43","0"
"CAR-101-35","0"
"CAR-101-36","0"
"CAR-101-37","0"
"CAR-101-38","0"
"CAR-101-39","0"
"CAR-101-40","0"
"CAR-101-41","0"
"CAR-101-42","0"
"CAR-101X-35","0"
"CAR-101X-36","0"
"CAR-101X-37","0"
"CAR-101X-38","0"
"CAR-101X-39","0"
"CAR-101X-40","0"
"CAR-101X-41","0"
"CAR-101X-42","0"
"CAR-102-35","0"
"CAR-102-36","0"
"CAR-102-37","0"
"CAR-102-38","0"
"CAR-102-39","0"
"CAR-102-40","0"
"CAR-102-41","0"
"CAR-102-42","0"
"CAR-102X-35","0"
"CAR-102X-36","0"
"CAR-102X-37","0"
"CAR-102X-38","0"
"CAR-102X-39","0"
"CAR-102X-40","0"
"CAR-102X-41","0"
"CAR-102X-42","0"
"CAR-121-35","0"
"CAR-121-36","0"
"CAR-121-37","0"
"CAR-121-38","0"
"CAR-121-39","0"
"CAR-121-40","0"
"CAR-121-41","0"
"CAR-121-42","0"
"CAR-123-35","0"
"CAR-123-36","0"
"CAR-123-37","0"
"CAR-123-38","0"
"CAR-123-39","0"
"CAR-123-40","0"
"CAR-123-41","0"
"CAR-123-42","0"
"CAR-126-35","0"
"CAR-126-36","0"
"CAR-126-37","0"
"CAR-126-38","0"
"CAR-126-39","0"
"CAR-126-40","0"
"CAR-126-41","0"
"CAR-126-42","0"
"CAR-201-35","0"
"CAR-201-36","0"
"CAR-201-37","0"
"CAR-201-38","0"
"CAR-201-39","0"
"CAR-201-40","0"
"CAR-201-41","0"
"CAR-201-42","0"
"CAR-204-35","0"
"CAR-204-36","0"
"CAR-204-37","0"
"CAR-204-38","0"
"CAR-204-39","0"
"CAR-204-40","0"
"CAR-204-41","0"
"CAR-204-42","0"
"CAR-210-35","0"
"CAR-210-36","0"
"CAR-210-37","43"
"CAR-210-38","72"
"CAR-210-39","42"
"CAR-210-40","7"
"CAR-210-41","0"
"CAR-210-42","0"
"CAR-212-34","0"
"CAR-212-35","0"
"CAR-212-36","0"
"CAR-212-37","0"
"CAR-212-38","0"
"CAR-212-39","0"
"CAR-212-40","0"
"CAR-212-41","0"
"CAR-212-42","0"
"CAR-212-43","0"
"CAR-214-35","0"
"CAR-214-36","0"
"CAR-214-37","0"
"CAR-214-38","0"
"CAR-214-39","0"
"CAR-214-40","0"
"CAR-214-41","0"
"CAR-214-42","0"
"CAR-224-34","0"
"CAR-224-35","0"
"CAR-224-36","8"
"CAR-224-37","111"
"CAR-224-38","206"
"CAR-224-39","129"
"CAR-224-40","22"
"CAR-224-41","1"
"CAR-224-42","0"
"CAR-224-43","0"
"CAR-241-35","0"
"CAR-241-36","0"
"CAR-241-37","0"
"CAR-241-38","0"
"CAR-241-39","0"
"CAR-241-40","0"
"CAR-241-41","0"
"CAR-241-42","0"
"CAR-242-35","0"
"CAR-242-36","0"
"CAR-242-37","0"
"CAR-242-38","0"
"CAR-242-39","0"
"CAR-242-40","0"
"CAR-242-41","0"
"CAR-242-42","0"
"CAR-246-35","0"
"CAR-246-36","0"
"CAR-246-37","0"
"CAR-246-38","0"
"CAR-246-39","0"
"CAR-246-40","0"
"CAR-246-41","0"
"CAR-246-42","0"
"CAR-247-35","0"
"CAR-247-36","0"
"CAR-247-37","0"
"CAR-247-38","0"
"CAR-247-39","0"
"CAR-247-40","0"
"CAR-247-41","0"
"CAR-247-42","0"
"CAR-391-35","0"
"CAR-391-36","0"
"CAR-391-37","0"
"CAR-391-38","27"
"CAR-391-39","22"
"CAR-391-40","29"
"CAR-391-41","0"
"CAR-391-42","0"
"CAR-392-35","0"
"CAR-392-36","1"
"CAR-392-37","0"
"CAR-392-38","0"
"CAR-392-39","0"
"CAR-392-40","0"
"CAR-392-41","0"
"CAR-392-42","0"
"CAR-419-35","0"
"CAR-419-36","0"
"CAR-419-37","0"
"CAR-419-38","0"
"CAR-419-39","0"
"CAR-419-40","0"
"CAR-419-41","0"
"CAR-419-42","0"
"CAR-423-35","0"
"CAR-423-36","0"
"CAR-423-37","0"
"CAR-423-38","0"
"CAR-423-39","0"
"CAR-423-40","0"
"CAR-423-41","0"
"CAR-423-42","0"
"CAR-524-34","0"
"CAR-524-35","0"
"CAR-524-36","0"
"CAR-524-37","0"
"CAR-524-38","0"
"CAR-524-39","0"
"CAR-524-40","0"
"CAR-524-41","0"
"CAR-524-42","0"
"CAR-524-43","0"
"CAR-601-34","0"
"CAR-601-35","0"
"CAR-601-36","0"
"CAR-601-37","0"
"CAR-601-38","0"
"CAR-601-39","0"
"CAR-601-40","0"
"CAR-601-41","0"
"CAR-601-42","0"
"CAR-601-43","0"
"CAR-604-35","0"
"CAR-604-36","0"
"CAR-604-37","0"
"CAR-604-38","0"
"CAR-604-39","0"
"CAR-604-40","0"
"CAR-604-41","0"
"CAR-604-42","0"
"CAR-611-35","0"
"CAR-611-36","0"
"CAR-611-37","0"
"CAR-611-38","0"
"CAR-611-39","0"
"CAR-611-40","0"
"CAR-611-41","0"
"CAR-611-42","0"
"CAR-612-35","0"
"CAR-612-36","0"
"CAR-612-37","0"
"CAR-612-38","0"
"CAR-612-39","0"
"CAR-612-40","0"
"CAR-612-41","0"
"CAR-612-42","0"
"CAR-621-34","0"
"CAR-621-35","0"
"CAR-621-36","0"
"CAR-621-37","0"
"CAR-621-38","0"
"CAR-621-39","1"
"CAR-621-40","0"
"CAR-621-41","0"
"CAR-621-42","0"
"CAR-621-43","0"
"CAR-650-35","0"
"CAR-650-36","0"
"CAR-650-37","0"
"CAR-650-38","0"
"CAR-650-39","0"
"CAR-650-40","0"
"CAR-650-41","0"
"CAR-650-42","0"
"CAR-651-35","1"
"CAR-651-36","0"
"CAR-651-37","0"
"CAR-651-38","0"
"CAR-651-39","0"
"CAR-651-40","0"
"CAR-651-41","0"
"CAR-651-42","0"
"CAR-653-35","0"
"CAR-653-36","0"
"CAR-653-37","0"
"CAR-653-38","0"
"CAR-653-39","0"
"CAR-653-40","0"
"CAR-653-41","0"
"CAR-653-42","0"
"CAR-655-35","0"
"CAR-655-36","3"
"CAR-655-37","3"
"CAR-655-38","21"
"CAR-655-39","6"
"CAR-655-40","8"
"CAR-655-41","0"
"CAR-655-42","0"
"CAR-669-34","0"
"CAR-669-35","0"
"CAR-669-36","0"
"CAR-669-37","0"
"CAR-669-38","0"
"CAR-669-39","0"
"CAR-669-40","0"
"CAR-669-41","0"
"CAR-669-42","0"
"CAR-669-43","0"
"CAR-704-35","0"
"CAR-704-36","0"
"CAR-704-37","0"
"CAR-704-38","90"
"CAR-704-39","89"
"CAR-704-40","42"
"CAR-704-41","13"
"CAR-704-42","0"
"CAR-719-35","0"
"CAR-719-36","0"
"CAR-719-37","0"
"CAR-719-38","0"
"CAR-719-39","0"
"CAR-719-40","0"
"CAR-719-41","0"
"CAR-719-42","0"
"CAR-721-35","0"
"CAR-721-36","0"
"CAR-721-37","0"
"CAR-721-38","0"
"CAR-721-39","0"
"CAR-721-40","0"
"CAR-721-41","0"
"CAR-721-42","0"
"CAR-727-34","0"
"CAR-727-35","0"
"CAR-727-36","0"
"CAR-727-37","0"
"CAR-727-38","0"
"CAR-727-39","0"
"CAR-727-40","0"
"CAR-727-41","0"
"CAR-727-42","0"
"CAR-727-43","0"
"CAR-817-35","0"
"CAR-817-36","18"
"CAR-817-37","47"
"CAR-817-38","108"
"CAR-817-39","115"
"CAR-817-40","58"
"CAR-817-41","4"
"CAR-817-42","0"
"CAR-820-34","0"
"CAR-820-35","0"
"CAR-820-36","0"
"CAR-820-37","0"
"CAR-820-38","0"
"CAR-820-39","0"
"CAR-820-40","0"
"CAR-820-41","0"
"CAR-820-42","0"
"CAR-820-43","0"
"CAR-823-34","0"
"CAR-823-35","0"
"CAR-823-36","0"
"CAR-823-37","0"
"CAR-823-38","0"
"CAR-823-39","0"
"CAR-823-40","0"
"CAR-823-41","0"
"CAR-823-42","0"
"CAR-823-43","0"
"CAT-531-35","0"
"CAT-531-36","0"
"CAT-531-37","0"
"CAT-531-38","0"
"CAT-531-39","0"
"CAT-531-40","0"
"CAT-531-41","0"
"CAT-531-42","0"
"CAT-532-35","1"
"CAT-532-36","0"
"CAT-532-37","0"
"CAT-532-38","0"
"CAT-532-39","0"
"CAT-532-40","0"
"CAT-532-41","0"
"CAT-532-42","0"
"CAT-558-34","0"
"CAT-558-35","0"
"CAT-558-36","0"
"CAT-558-37","1"
"CAT-558-38","0"
"CAT-558-39","0"
"CAT-558-40","0"
"CAT-558-41","0"
"CAT-558-42","0"
"CAT-558-43","0"
"CAT-571-35","3"
"CAT-571-36","0"
"CAT-571-37","0"
"CAT-571-38","0"
"CAT-571-39","0"
"CAT-571-40","0"
"CAT-571-41","1"
"CAT-571-42","0"
"CAT-572-35","0"
"CAT-572-36","0"
"CAT-572-37","0"
"CAT-572-38","0"
"CAT-572-39","0"
"CAT-572-40","0"
"CAT-572-41","0"
"CAT-572-42","0"
"CAT-574-35","0"
"CAT-574-36","0"
"CAT-574-37","9"
"CAT-574-38","39"
"CAT-574-39","35"
"CAT-574-40","12"
"CAT-574-41","15"
"CAT-574-42","1"
"CAT-602-35","0"
"CAT-602-36","10"
"CAT-602-37","0"
"CAT-602-38","0"
"CAT-602-39","0"
"CAT-602-40","0"
"CAT-602-41","0"
"CAT-602-42","0"
